bothfoot_L,swing_L,bothfoot_R,swing_R,stand_L,stand_R
960,293,735,510,606,654
760,396,735,465,566,594
770,374,705,434,576,574
840,300,720,449,545,595
880,287,689,479,545,625
830,302,660,464,560,580
110,286,690,495,555,625
1010,142,690,480,545,615
861,250,660,465,531,580
951,159,660,465,517,594
920,205,630,480,537,593
950,180,645,480,542,588
940,195,660,465,557,583
900,248,690,450,567,583
950,238,705,465,587,603
980,167,720,479,537,613
800,303,660,450,537,573
960,207,660,494,552,618
980,228,705,494,561,649
993,199,705,480,569,624
921,264,690,465,605,586
871,302,735,480,571,610
920,235,705,465,561,599
950,209,690,480,551,609
1031,127,675,495,542,619
1010,144,675,465,562,598
991,172,690,480,563,608
920,244,690,480,563,607
910,227,675,465,563,577
1010,142,675,494,553,607
931,204,675,464,554,587
890,264,690,479,544,616
910,240,660,479,553,597
911,253,689,465,569,602
921,210,690,509,500,631
890,245,615,465,560,580
930,214,660,495,555,595
931,242,705,465,566,615
890,269,705,465,556,604
970,215,690,480,576,614
960,240,720,510,546,654
1070,345,600,750,616,804
1071,119,735,540,532,659
1110,150,660,540,592,668
1060,201,735,510,617,653
980,224,765,509,551,659
980,251,689,464,636,604
1030,226,779,494,621,639
980,307,765,524,621,669
910,273,735,495,581,609
860,327,720,480,571,619
910,289,705,480,586,614
950,276,720,480,616,614
920,289,735,510,581,629
1030,202,735,495,591,649
990,235,750,480,591,639
960,241,735,480,586,624
950,211,720,480,556,614
960,218,675,494,566,614
930,287,720,479,586,634
951,244,735,479,570,630
930,304,720,479,610,630
1010,178,750,465,585,605
990,236,735,495,585,645
981,221,720,495,581,630
930,253,705,480,586,604
870,280,720,465,552,599
929,253,690,465,586,603
900,253,705,465,576,584
900,257,705,465,566,594
970,198,705,465,566,604
1050,147,705,465,596,604
910,267,720,480,576,604
920,274,720,464,591,609
950,268,750,479,580,640
960,224,720,464,585,605
840,333,705,465,595,585
950,241,720,495,580,620
841,329,720,465,566,605
950,215,690,465,581,589
911,261,705,480,577,604
910,256,705,465,577,593
970,203,705,480,572,608
920,220,705,465,542,598
911,259,690,450,573,598
840,296,690,465,558,582
980,173,690,464,563,597
910,249,690,479,553,608
993,203,706,479,570,633
900,256,705,464,560,600
880,278,690,465,565,595
921,231,690,480,556,605
930,219,675,480,551,599
931,233,690,465,567,604
930,211,690,465,562,588
921,220,675,480,548,593
950,211,675,480,563,607
930,222,690,465,568,592
920,210,675,465,558,572
880,266,660,480,568,582
922,182,675,465,540,572
921,192,660,449,551,570
870,248,675,449,546,574
950,196,675,479,540,610
970,193,674,464,570,600
910,240,690,465,565,585
942,207,705,465,547,605
980,165,690,465,542,608
980,168,660,480,552,598
920,235,690,480,542,618
950,193,660,480,552,598
1000,147,675,480,547,603
1000,149,675,450,572,578
1000,140,690,480,542,598
960,165,675,450,547,583
920,202,660,465,552,578
900,229,675,449,557,573
900,266,675,479,571,599
860,271,689,479,532,599
859,262,660,450,551,578
960,168,660,480,541,589
880,264,660,465,566,584
830,266,690,450,526,574
870,323,645,450,631,569
761,308,690,480,532,539
910,235,660,450,572,578
860,297,705,465,562,598
890,271,705,450,577,593
870,287,705,465,567,593
910,252,690,480,567,603
850,283,690,449,567,573
880,280,690,464,572,588
940,233,705,509,536,644
960,188,660,479,546,604
950,210,675,480,551,609
970,203,690,480,561,619
950,187,690,450,561,579
930,189,675,465,541,579
900,241,675,465,551,599
870,258,675,465,541,589
920,235,675,480,546,614
930,240,675,480,561,609
930,225,690,480,551,609
930,171,675,450,536,574
880,231,660,450,546,574
880,238,660,449,556,564
860,275,675,464,556,585
890,256,675,479,550,600
960,180,674,479,535,605
950,181,660,465,550,590
1030,205,645,465,571,1700
940,197,690,465,556,584
970,151,675,450,552,569
909,201,675,450,546,573
900,209,660,465,531,579
901,221,645,465,552,579
960,157,660,480,532,588
911,194,645,449,548,563
893,216,660,449,551,562
951,165,660,479,532,589
901,206,630,464,547,564
913,171,660,479,491,593
949,248,630,509,550,649
931,175,660,465,536,575
910,226,660,465,551,589
1060,218,690,480,561,1759
960,173,675,480,546,594
951,192,660,480,557,594
950,193,675,480,552,598
950,178,675,450,557,573
880,219,675,450,532,568
840,252,645,450,537,563
910,199,645,465,537,573
940,183,660,449,557,573
930,176,690,434,541,569
960,156,659,449,551,569
930,158,659,434,546,544
970,177,690,450,556,594
960,179,690,465,541,599
910,205,675,450,536,584
910,197,645,450,551,559
931,187,675,465,532,589
990,135,645,480,537,593
920,195,660,450,547,573
950,162,660,450,557,563
960,180,690,450,558,583
999,162,675,495,557,612
770,423,690,510,557,643
2030,461,1875,554,626,1874
1040,197,780,494,591,649
2210,190,720,480,576,1824
1000,171,720,465,571,609
930,248,705,480,566,614
930,250,705,465,576,604
920,232,705,465,566,594
940,208,705,465,546,604
990,165,675,465,566,594
900,258,690,450,586,574
950,228,735,480,551,629
980,197,675,480,576,604
970,198,705,479,561,609
920,253,705,464,570,610
940,207,705,449,565,585
950,209,705,465,555,605
950,219,690,465,570,600
971,203,705,465,581,600
1030,132,720,450,581,589
940,190,705,465,541,589
950,204,660,480,561,599
950,199,690,465,556,594
1000,160,690,480,546,614
970,210,675,465,586,594
890,266,720,450,576,584
960,222,705,479,581,609
930,217,705,464,561,589
950,232,705,464,580,610
1020,148,704,479,565,605
950,233,690,480,585,605
1000,193,705,495,585,615
920,288,720,480,595,615
941,291,735,495,597,635
949,289,735,510,591,648
971,262,705,600,527,714
990,217,660,510,567,643
1130,163,720,525,622,678
1011,217,780,480,592,638
1080,119,750,495,547,653
991,155,660,464,573,578
1030,128,705,494,533,627
1012,178,660,464,599,593
1021,155,765,495,520,661
1000,183,630,480,600,590
880,257,735,435,570,570
931,183,690,465,536,585
971,150,660,465,532,589
991,139,675,450,538,593
1020,147,660,480,568,602
1010,134,705,480,533,617
1010,152,675,480,548,622
1000,173,675,465,588,592
1030,202,735,480,613,627
1041,267,765,524,634,677
1021,382,810,524,709,702
1110,305,884,569,674,746
1051,271,839,539,625,706
1040,213,795,480,610,650
1002,257,750,525,597,665
970,208,750,465,562,618
880,283,690,465,577,593
950,218,720,450,577,593
930,256,720,495,552,638
1040,167,690,510,562,648
961,233,720,465,578,623
900,241,705,480,543,607
900,260,660,495,548,612
910,279,690,464,583,607
1010,154,705,494,552,618
930,230,689,464,557,603
950,246,705,494,557,643
950,218,690,480,557,613
930,234,690,480,557,613
870,265,675,480,542,598
920,203,660,465,547,583
950,199,660,510,527,623
920,238,675,450,562,598
860,300,690,480,553,608
959,155,690,450,532,587
850,259,645,465,532,578
870,235,645,465,532,578
930,213,660,465,557,593
830,298,660,479,546,584
860,256,659,464,541,579
840,279,644,464,551,569
900,231,675,449,566,574
900,243,690,465,561,589
960,181,675,480,556,594
960,178,675,480,541,599
910,208,660,450,551,569
970,172,690,465,546,604
980,155,660,480,546,594
950,159,660,465,531,579
970,159,660,465,536,594
880,258,660,465,551,589
920,228,675,465,561,589
900,244,690,480,541,609
940,165,660,464,525,585
960,149,644,449,540,570
1040,145,675,449,605,585
970,134,720,450,545,565
920,189,660,465,530,580
981,151,660,450,561,580
991,152,675,465,572,579
970,155,705,450,547,583
970,177,660,465,572,578
1040,101,690,450,582,568
2140,159,705,480,542,1758
1050,144,645,480,567,1723
930,234,690,449,597,573
960,161,705,464,557,573
1050,240,689,464,571,1769
971,189,705,479,547,614
963,157,660,450,560,563
991,154,675,480,556,595
990,150,675,465,556,584
930,178,675,450,541,569
970,132,660,450,541,569
960,145,660,450,541,569
990,168,675,450,576,584
971,151,690,465,552,579
930,185,675,450,547,573
931,178,660,464,533,578
940,163,645,464,533,577
940,169,645,464,532,578
940,162,645,464,532,578
950,190,660,479,532,608
970,131,660,450,523,578
959,178,645,480,537,602
890,206,645,450,542,558
960,179,675,465,542,598
930,206,660,480,542,598
960,180,675,450,557,583
950,215,675,480,572,598
870,221,675,465,532,568
910,179,645,450,527,563
951,208,660,465,562,598
930,171,675,464,532,578
940,145,630,464,527,563
980,148,630,479,546,584
920,163,659,449,526,564
930,166,645,464,516,584
930,146,630,450,516,564
890,231,645,450,551,579
950,174,660,465,556,574
1000,244,720,480,606,644
1010,184,765,495,546,654
950,434,690,480,766,624
1050,386,900,615,691,749
900,247,840,465,536,614
910,253,675,495,536,634
990,158,660,479,546,604
930,256,690,464,581,609
980,205,735,464,570,620
1210,107,734,480,585,1875
1020,199,735,495,575,645
1021,180,735,480,562,640
1019,167,705,465,581,608
1130,102,720,495,606,634
1110,131,750,480,626,624
1010,206,780,480,586,634
1040,207,750,480,606,644
1050,196,765,480,611,639
1100,150,750,540,571,679
1100,145,720,495,606,644
1160,102,750,554,571,699
1050,163,706,509,575,645
1040,163,720,479,585,625
950,217,720,480,555,615
1031,153,705,465,576,615
1050,155,705,495,586,624
1090,153,720,510,606,644
1061,144,750,465,602,609
1080,135,750,495,577,643
1100,142,735,480,612,638
1100,282,750,570,682,708
8725,211,796,540,580,8365
980,164,689,480,561,589
7102,137,780,480,617,6624
1090,248,781,539,637,703
8571,371,811,465,639,8305
871,314,794,450,586,605
10512,152,675,495,561,10111
1012,159,704,480,549,623
1150,113,690,465,566,2916
1130,128,705,480,546,2914
1021,150,675,480,562,609
1050,118,705,465,562,608
1023,146,690,495,550,623
1041,152,705,465,581,620
1050,157,720,494,576,634
1081,123,720,494,570,640
1060,128,719,479,560,630
1030,137,690,494,545,625
1040,168,690,510,555,655
991,167,690,495,531,630
1021,144,660,480,562,609
1000,182,720,450,582,608
970,259,720,480,612,618
5270,996,765,525,6683,678
950,358,6796,569,627,683
931,300,764,524,568,663
951,202,720,464,544,617
891,243,675,450,560,581
981,156,690,450,561,580
931,194,675,495,521,609
1010,136,660,465,546,604
1020,117,690,465,531,609
950,666,675,450,1026,594
1111,624,1230,585,952,789
1210,290,1155,600,697,803
1090,171,840,510,617,653
1130,132,750,555,582,689
1040,202,719,524,586,664
1162,727,1140,975,874,1018
1070,907,1050,690,1114,866
1131,901,1200,915,1031,1001
1501,1007,1140,1230,1172,1339
1170,911,1305,885,1072,1018
1110,906,1185,839,1067,953
1140,932,1170,914,1061,1019
1190,871,1274,839,1016,1054
1170,673,1200,870,796,1054
1050,752,900,810,896,914
1050,890,120,810,976,964
1160,772,1035,945,936,1004
0,897,0,0,0,0
1170,862,0,1020,1025,1015
901,558,134,660,641,820
760,491,719,584,587,664
749,488,690,524,611,628
790,489,750,510,631,649
650,633,765,435,721,569
700,583,135,120,631,659
0,569,0,600,561,0
750,618,660,135,656,714
850,824,795,645,896,784
800,726,945,705,776,754
770,576,915,524,686,664
710,560,780,539,636,634
730,438,750,539,516,654
740,547,555,585,665,625
730,517,764,524,625,625
740,511,720,525,640,620
740,494,765,495,620,620
781,543,735,585,631,700
792,610,675,615,743,659
700,531,840,510,633,607
740,505,750,510,623,627
773,496,765,510,621,652
760,563,705,615,631,699
960,181,675,480,556,594
960,178,675,480,541,599
910,208,660,450,551,569
970,172,690,465,546,604
980,155,660,480,546,594
950,159,660,465,531,579
970,159,660,465,536,594
880,258,660,465,551,589
920,228,675,465,561,589
900,244,690,480,541,609
940,165,660,464,525,585
960,149,644,449,540,570
1040,145,675,449,605,585
970,134,720,450,545,565
920,189,660,465,530,580
981,151,660,450,561,580
991,152,675,465,572,579
970,155,705,450,547,583
970,177,660,465,572,578
1040,101,690,450,582,568
2140,159,705,480,542,1758
1050,144,645,480,567,1723
930,234,690,449,597,573
960,161,705,464,557,573
1050,240,689,464,571,1769
971,189,705,479,547,614
963,157,660,450,560,563
991,154,675,480,556,595
990,150,675,465,556,584
930,178,675,450,541,569
970,132,660,450,541,569
960,145,660,450,541,569
990,168,675,450,576,584
971,151,690,465,552,579
930,185,675,450,547,573
931,178,660,464,533,578
940,163,645,464,533,577
940,169,645,464,532,578
940,162,645,464,532,578
950,190,660,479,532,608
1169,865,1260,659,1093,946
1560,704,1305,989,1067,1203
1360,906,1260,1124,952,1318
1300,897,1124,915,1112,1088
1480,815,1230,1095,1087,1213
1420,816,1215,990,1122,1118
1721,970,1305,1110,1398,1293
1950,873,2175,705,1348,1482
2090,787,1905,899,1422,1458
1600,786,1905,689,1217,1173
2041,851,1785,810,1522,1378
2010,854,2130,720,1542,1328
1540,955,2160,630,1252,1248
1370,1010,1620,795,1217,1163
1930,1037,1605,1124,1457,1513
2130,1365,1680,1259,2016,1484
219,1541,2925,990,2401,1899
2750,1328,3375,960,2146,1934
2020,1269,2820,914,2171,1589
2970,1128,2910,1139,2220,1880
400,1146,2895,1050,2295,1725
2281,843,2835,1020,1571,1560
2030,924,2085,1005,1441,1519
1660,1118,1725,915,1581,1199
1300,987,2071,599,1200,1090
1671,860,1350,1005,1376,1155
1270,916,1470,885,1211,979
1202,753,1365,810,998,964
1223,740,1140,840,981,982
1131,721,1080,780,982,879
1060,699,1140,765,837,923
1180,756,930,824,1022,918
1100,659,1125,809,846,914
1220,711,960,840,986,954
1200,685,1095,855,926,964
1660,890,1065,1230,1181,1369
1280,870,1305,810,1216,934
1320,966,270,705,1241,1049
1550,862,1530,855,1276,1144
1810,808,1590,974,1331,1289
